No ,Kode ,Title,Harga 20%,Harga Dasar,Deskripsi Pendek,,Warna ,,Bahan ,,Ukuran ,,Keterangan,,Heels,stok,Berat,Kategori,Featured Image,Gambar ,,,stock
258,SAP 395,SAP 395,173232,144360,"Warna:Ckldgkr,Bahan:Jeanskom,Ukuran:22x3x12,Keterangan:,Heels:",Warna:,Ckldgkr,",Bahan:",Jeanskom,",Ukuran:",22x3x12,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Wanita,258.jpg,258.jpg,258,.jpg,1
259,SAP 430,SAP 430,171504,142920,"Warna:Coklat,Bahan:Canvas Pvc,Ukuran:22x3x11,Keterangan:,Heels:",Warna:,Coklat,",Bahan:",Canvas Pvc,",Ukuran:",22x3x11,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Wanita,259.jpg,259.jpg,259,.jpg,1
260,SAP 781 ,SAP 781 ,144576,120480,"Warna:Orange,Bahan:Crocodile,Ukuran:22x3x12,Keterangan:,Heels:",Warna:,Orange,",Bahan:",Crocodile,",Ukuran:",22x3x12,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Wanita,260.jpg,260.jpg,260,.jpg,1
261,SMM 344,SMM 344,147888,123240,"Warna:Htmkom Leptop,Bahan:D 300 BMW ,Ukuran:33x16x43,Keterangan:,Heels:",Warna:,Htmkom Leptop,",Bahan:",D 300 BMW ,",Ukuran:",33x16x43,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,261.jpg,261.jpg,261,.jpg,1
262,SMM 815,SMM 815,158112,131760,"Warna:Merah Leptop,Bahan:D 300 BMW ,Ukuran:29x16x43,Keterangan:,Heels:",Warna:,Merah Leptop,",Bahan:",D 300 BMW ,",Ukuran:",29x16x43,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,262.jpg,262.jpg,262,.jpg,1
263,SMM 147,SMM 147,157824,131520,"Warna:Coklat Leptop,Bahan:D 300 BMW ,Ukuran:31x15x44,Keterangan:,Heels:",Warna:,Coklat Leptop,",Bahan:",D 300 BMW ,",Ukuran:",31x15x44,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,263.jpg,263.jpg,263,.jpg,1
264,SMM 275,SMM 275,159840,133200,"Warna:Kuning Leptop,Bahan:D 300 BMW ,Ukuran:29x14x42,Keterangan:,Heels:",Warna:,Kuning Leptop,",Bahan:",D 300 BMW ,",Ukuran:",29x14x42,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,264.jpg,264.jpg,264,.jpg,1
265,SMM 558,SMM 558,156096,130080,"Warna:Biru Merah Leptop,Bahan:D 300 BMW ,Ukuran:32x14x44,Keterangan:,Heels:",Warna:,Biru Merah Leptop,",Bahan:",D 300 BMW ,",Ukuran:",32x14x44,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,265.jpg,265.jpg,265,.jpg,1
266,SMM 855,SMM 855,156096,130080,"Warna:Abu Leptop,Bahan:D 300 BMW ,Ukuran:32x14x45,Keterangan:,Heels:",Warna:,Abu Leptop,",Bahan:",D 300 BMW ,",Ukuran:",32x14x45,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,266.jpg,266.jpg,266,.jpg,1
267,SBR 633,SBR 633,189216,157680,"Warna:Hitam Leptop,Bahan:Cordura,Ukuran:30x19x47,Keterangan:,Heels:",Warna:,Hitam Leptop,",Bahan:",Cordura,",Ukuran:",30x19x47,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,267.jpg,267.jpg,267,.jpg,1
268,SAB 551,SAB 551,153072,127560,"Warna:Hitam Leptop,Bahan:Denim,Ukuran:32x15x46,Keterangan:,Heels:",Warna:,Hitam Leptop,",Bahan:",Denim,",Ukuran:",32x15x46,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,268.jpg,268.jpg,268,.jpg,1
269,SMO 952,SMO 952,165168,137640,"Warna:Hitam Leptop,Bahan:Dolby Kom,Ukuran:33x16x45,Keterangan:,Heels:",Warna:,Hitam Leptop,",Bahan:",Dolby Kom,",Ukuran:",33x16x45,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,269.jpg,269.jpg,269,.jpg,1
270,SBR 937,SBR 937,178992,149160,"Warna:Hijkom Leptop,Bahan:Cordura,Ukuran:30x14x43,Keterangan:,Heels:",Warna:,Hijkom Leptop,",Bahan:",Cordura,",Ukuran:",30x14x43,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,270.jpg,270.jpg,270,.jpg,1
271,SMM 872,SMM 872,152784,127320,"Warna:Dongker Leptop,Bahan:D 300 BMW ,Ukuran:33x16x43,Keterangan:,Heels:",Warna:,Dongker Leptop,",Bahan:",D 300 BMW ,",Ukuran:",33x16x43,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,271.jpg,271.jpg,271,.jpg,1
272,SMM 915,SMM 915,158112,131760,"Warna:Coklat Leptop,Bahan:D 300 BMW ,Ukuran:30x14x42,Keterangan:,Heels:",Warna:,Coklat Leptop,",Bahan:",D 300 BMW ,",Ukuran:",30x14x42,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,272.jpg,272.jpg,272,.jpg,1
273,SNG 739,SNG 739,152352,126960,"Warna:Abubir Leptop,Bahan:D 300  ,Ukuran:27x16x29,Keterangan:,Heels:",Warna:,Abubir Leptop,",Bahan:",D 300  ,",Ukuran:",27x16x29,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,273.jpg,273.jpg,273,.jpg,1
274,SSD 005,SSD 005,158544,132120,"Warna:Biru Leptop,Bahan:D 300,Ukuran:29x16x46,Keterangan:,Heels:",Warna:,Biru Leptop,",Bahan:",D 300,",Ukuran:",29x16x46,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,274.jpg,274.jpg,274,.jpg,1
275,SMM 591,SMM 591,156096,130080,"Warna:Mrhhtm Leptop ,Bahan:D 300 BMW ,Ukuran:30x15x45,Keterangan:,Heels:",Warna:,Mrhhtm Leptop ,",Bahan:",D 300 BMW ,",Ukuran:",30x15x45,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,275.jpg,275.jpg,275,.jpg,1
276,SMM 315,SMM 315,156096,130080,"Warna:Htmkom Leptop,Bahan:D 300 BMW ,Ukuran:30x15x45,Keterangan:,Heels:",Warna:,Htmkom Leptop,",Bahan:",D 300 BMW ,",Ukuran:",30x15x45,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,276.jpg,276.jpg,276,.jpg,1
277,SMM 009,SMM 009,155952,129960,"Warna:Htm Leptop,Bahan:D 300 BMW ,Ukuran:30x16x46,Keterangan:,Heels:",Warna:,Htm Leptop,",Bahan:",D 300 BMW ,",Ukuran:",30x16x46,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,277.jpg,277.jpg,277,.jpg,1
278,SMO 563,SMO 563,139824,116520,"Warna:Hitam Netbook,Bahan:D 300,Ukuran:24x10x37,Keterangan:,Heels:",Warna:,Hitam Netbook,",Bahan:",D 300,",Ukuran:",24x10x37,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,278.jpg,278.jpg,278,.jpg,1
279,SIN 412,SIN 412,172224,143520,"Warna:Abu Leptop,Bahan:D 300 BMW ,Ukuran:35x15x44,Keterangan:,Heels:",Warna:,Abu Leptop,",Bahan:",D 300 BMW ,",Ukuran:",35x15x44,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,279.jpg,279.jpg,279,.jpg,1
280,SMM 250,SMM 250,158112,131760,"Warna:Mrhbir Leptop,Bahan:D 300 BMW ,Ukuran:30x14x44,Keterangan:,Heels:",Warna:,Mrhbir Leptop,",Bahan:",D 300 BMW ,",Ukuran:",30x14x44,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,280.jpg,280.jpg,280,.jpg,1
281,SMM 636 ,SMM 636 ,152064,126720,"Warna:Htmkom Leptop,Bahan:D 300 BMW ,Ukuran:33x15x44,Keterangan:,Heels:",Warna:,Htmkom Leptop,",Bahan:",D 300 BMW ,",Ukuran:",33x15x44,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,281.jpg,281.jpg,281,.jpg,1
282,SBR 002,SBR 002,181008,150840,"Warna:Merah Leptop,Bahan:Cordura,Ukuran:30x14x35,Keterangan:,Heels:",Warna:,Merah Leptop,",Bahan:",Cordura,",Ukuran:",30x14x35,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,282.jpg,282.jpg,282,.jpg,1
283,SMM 980,SMM 980,158112,131760,"Warna:Coklat Leptop,Bahan:D 300 BMW ,Ukuran:30x12x38,Keterangan:,Heels:",Warna:,Coklat Leptop,",Bahan:",D 300 BMW ,",Ukuran:",30x12x38,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,283.jpg,283.jpg,283,.jpg,1
284,SMM 527 ,SMM 527 ,162432,135360,"Warna:Htmkom Leptop,Bahan:D 300 BMW ,Ukuran:33x15x44,Keterangan:,Heels:",Warna:,Htmkom Leptop,",Bahan:",D 300 BMW ,",Ukuran:",33x15x44,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,284.jpg,284.jpg,284,.jpg,1
285,SBR 820,SBR 820,166752,138960,"Warna:Htmkom Leptop,Bahan:Dinir,Ukuran:30x14x44,Keterangan:,Heels:",Warna:,Htmkom Leptop,",Bahan:",Dinir,",Ukuran:",30x14x44,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,285.jpg,285.jpg,285,.jpg,1
286,SCP 193,SCP 193,158112,131760,"Warna:Htmbir Leptop ,Bahan:D 300,Ukuran:29x13x41,Keterangan:,Heels:",Warna:,Htmbir Leptop ,",Bahan:",D 300,",Ukuran:",29x13x41,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,286.jpg,286.jpg,286,.jpg,1
287,SMM 618,SMM 618,156960,130800,"Warna:Biru Leptop,Bahan:D 300 BMW ,Ukuran:33x16x43,Keterangan:,Heels:",Warna:,Biru Leptop,",Bahan:",D 300 BMW ,",Ukuran:",33x16x43,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,287.jpg,287.jpg,287,.jpg,1
288,SMM 337,SMM 337,156096,130080,"Warna:Htmkom Leptop,Bahan:D 300 BMW ,Ukuran:34x16x47,Keterangan:,Heels:",Warna:,Htmkom Leptop,",Bahan:",D 300 BMW ,",Ukuran:",34x16x47,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,288.jpg,288.jpg,288,.jpg,1
289,SNI 464,SNI 464,155232,129360,"Warna:Merah Leptop,Bahan:Canvas,Ukuran:32x8x36,Keterangan:,Heels:",Warna:,Merah Leptop,",Bahan:",Canvas,",Ukuran:",32x8x36,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,289.jpg,289.jpg,289,.jpg,1
290,Smo 160,Smo 160,137952,114960,"Warna:Abu Leptop,Bahan:D 300,Ukuran:28x11x43,Keterangan:,Heels:",Warna:,Abu Leptop,",Bahan:",D 300,",Ukuran:",28x11x43,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,290.jpg,290.jpg,290,.jpg,1
291,SIR 927,SIR 927,162720,135600,"Warna:Htmpth Leptop,Bahan:D 300,Ukuran:30x10x43,Keterangan:,Heels:",Warna:,Htmpth Leptop,",Bahan:",D 300,",Ukuran:",30x10x43,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,291.jpg,291.jpg,291,.jpg,1
292,SMM 969,SMM 969,156096,130080,"Warna:Abu Kombinasi Leptop,Bahan:D 300 BMW ,Ukuran:30x15x46,Keterangan:,Heels:",Warna:,Abu Kombinasi Leptop,",Bahan:",D 300 BMW ,",Ukuran:",30x15x46,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,292.jpg,292.jpg,292,.jpg,1
293,SAL 008,SAL 008,150480,125400,"Warna:Abu Hijau Leptop,Bahan:D 300,Ukuran:29x13x39,Keterangan:,Heels:",Warna:,Abu Hijau Leptop,",Bahan:",D 300,",Ukuran:",29x13x39,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,293.jpg,293.jpg,293,.jpg,1
294,SBR 166,SBR 166,197424,164520,"Warna:Abu Leptop,Bahan:Denim,Ukuran:27x13x48,Keterangan:,Heels:",Warna:,Abu Leptop,",Bahan:",Denim,",Ukuran:",27x13x48,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,294.jpg,294.jpg,294,.jpg,1
295,SMM 159,SMM 159,141984,118320,"Warna:Abu Leptop,Bahan:D 300 BMW ,Ukuran:25x7x33,Keterangan:,Heels:",Warna:,Abu Leptop,",Bahan:",D 300 BMW ,",Ukuran:",25x7x33,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,295.jpg,295.jpg,295,.jpg,1
296,SVN 974,SVN 974,149184,124320,"Warna:Mrhabu Leptop,Bahan:D 300,Ukuran:37x10x29,Keterangan:,Heels:",Warna:,Mrhabu Leptop,",Bahan:",D 300,",Ukuran:",37x10x29,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,296.jpg,296.jpg,296,.jpg,1
297,SMM 764,SMM 764,171648,143040,"Warna:Mrhhtm,Bahan:D 300 BMW ,Ukuran:47x20x29,Keterangan:,Heels:",Warna:,Mrhhtm,",Bahan:",D 300 BMW ,",Ukuran:",47x20x29,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,297.jpg,297.jpg,297,.jpg,1
298,STE 630,STE 630,226512,188760,"Warna:Abu Kombinasi,Bahan:Cordura,Ukuran:28x20z53,Keterangan:,Heels:",Warna:,Abu Kombinasi,",Bahan:",Cordura,",Ukuran:",28x20z53,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,298.jpg,298.jpg,298,.jpg,1
299,SMM 845,SMM 845,131040,109200,"Warna:Coklat,Bahan:D 300 BMW ,Ukuran:23x8x28,Keterangan:,Heels:",Warna:,Coklat,",Bahan:",D 300 BMW ,",Ukuran:",23x8x28,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,299.jpg,299.jpg,299,.jpg,1
300,SBR 025,SBR 025,149760,124800,"Warna:Biru,Bahan:Jeans ,Ukuran:19x10x29,Keterangan:,Heels:",Warna:,Biru,",Bahan:",Jeans ,",Ukuran:",19x10x29,",Keterangan:",,",Heels:",,instock,1,Tas->Tas Rassel,300.jpg,300.jpg,300,.jpg,1
301,SFL 925,SFL 925,88992,74160,"Warna:Krem,Bahan:PVC,Ukuran:11x2x9,Keterangan:,Heels:",Warna:,Krem,",Bahan:",PVC,",Ukuran:",11x2x9,",Keterangan:",,",Heels:",,instock,1,Dompet,301.jpg,301.jpg,301,.jpg,1
302,SFL 750,SFL 750,88992,74160,"Warna:Coklat Biru,Bahan:PVC,Ukuran:11x2x9,Keterangan:,Heels:",Warna:,Coklat Biru,",Bahan:",PVC,",Ukuran:",11x2x9,",Keterangan:",,",Heels:",,instock,1,Dompet,302.jpg,302.jpg,302,.jpg,1
303,SFL 356,SFL 356,88992,74160,"Warna:Coklat,Bahan:PVC,Ukuran:10x2x12,Keterangan:,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",10x2x12,",Keterangan:",,",Heels:",,instock,1,Dompet,303.jpg,303.jpg,303,.jpg,1
304,SFL 358,SFL 358,88992,74160,"Warna:Coklat,Bahan:PVC,Ukuran:11x2x9,Keterangan:,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",11x2x9,",Keterangan:",,",Heels:",,instock,1,Dompet,304.jpg,304.jpg,304,.jpg,1
305,SFL 291,SFL 291,59184,49320,"Warna:Coklat,Bahan:PVC,Ukuran:10x1x8,Keterangan:,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",10x1x8,",Keterangan:",,",Heels:",,instock,1,Dompet,305.jpg,305.jpg,305,.jpg,1
306,SFL 572,SFL 572,88992,74160,"Warna:Biru,Bahan:Jeans Kombinasi,Ukuran:11x2x9,Keterangan:,Heels:",Warna:,Biru,",Bahan:",Jeans Kombinasi,",Ukuran:",11x2x9,",Keterangan:",,",Heels:",,instock,1,Dompet,306.jpg,306.jpg,306,.jpg,1
307,SAC 970,SAC 970,88992,74160,"Warna:Coklat,Bahan:PVC,Ukuran:11x2x9,Keterangan:,Heels:",Warna:,Coklat,",Bahan:",PVC,",Ukuran:",11x2x9,",Keterangan:",,",Heels:",,instock,1,Dompet,307.jpg,307.jpg,307,.jpg,1
308,SSU 333,SSU 333,183312,152760,"Warna:Pink,Bahan:Bolby Spon,Ukuran:31x12x37,Keterangan:,Heels:",Warna:,Pink,",Bahan:",Bolby Spon,",Ukuran:",31x12x37,",Keterangan:",,",Heels:",,instock,1,,308.jpg,308.jpg,308,.jpg,1
309,SSU 444,SSU 444,183312,152760,"Warna:Hitam,Bahan:Bolby Spon,Ukuran:31x12x37,Keterangan:,Heels:",Warna:,Hitam,",Bahan:",Bolby Spon,",Ukuran:",31x12x37,",Keterangan:",,",Heels:",,instock,1,,309.jpg,309.jpg,309,.jpg,1
310,SJN 259,SJN 259,173520,144600,"Warna:Merah Muda,Bahan:Dolby,Ukuran:30x14x38,Keterangan:,Heels:",Warna:,Merah Muda,",Bahan:",Dolby,",Ukuran:",30x14x38,",Keterangan:",,",Heels:",,instock,1,,310.jpg,310.jpg,310,.jpg,1
311,SMM 931,SMM 931,148032,123360,"Warna:Merah,Bahan:Spon,Ukuran:26x18x20,Keterangan:,Heels:",Warna:,Merah,",Bahan:",Spon,",Ukuran:",26x18x20,",Keterangan:",,",Heels:",,instock,1,,311.jpg,311.jpg,311,.jpg,1
312,SFC 841,SFC 841,126432,105360,"Warna:Biru,Bahan:D300,Ukuran:25x12x34,Keterangan:,Heels:",Warna:,Biru,",Bahan:",D300,",Ukuran:",25x12x34,",Keterangan:",,",Heels:",,instock,1,,312.jpg,312.jpg,312,.jpg,1
313,SCP 829,SCP 829,120672,100560,"Warna:Ungu,Bahan:D300,Ukuran:30x10x40,Keterangan:,Heels:",Warna:,Ungu,",Bahan:",D300,",Ukuran:",30x10x40,",Keterangan:",,",Heels:",,instock,1,,313.jpg,313.jpg,313,.jpg,1
314,SFC 502,SFC 502,133632,111360,"Warna:Merah,Bahan:Bolby Kombinasi,Ukuran:28x11x39,Keterangan:,Heels:",Warna:,Merah,",Bahan:",Bolby Kombinasi,",Ukuran:",28x11x39,",Keterangan:",,",Heels:",,instock,1,,314.jpg,314.jpg,314,.jpg,1
315,SIP 979,SIP 979,156672,130560,"Warna:Kuning,Bahan:D 300 Spon,Ukuran:29x15x41,Keterangan:,Heels:",Warna:,Kuning,",Bahan:",D 300 Spon,",Ukuran:",29x15x41,",Keterangan:",,",Heels:",,instock,1,,315.jpg,315.jpg,315,.jpg,1
316,SCP 727,SCP 727,106416,88680,"Warna:Biru,Bahan:D 300,Ukuran:27x10x40,Keterangan:,Heels:",Warna:,Biru,",Bahan:",D 300,",Ukuran:",27x10x40,",Keterangan:",,",Heels:",,instock,1,,316.jpg,316.jpg,316,.jpg,1
317,SFC 723,SFC 723,123552,102960,"Warna:Biru,Bahan:D 300,Ukuran:30x15x40,Keterangan:,Heels:",Warna:,Biru,",Bahan:",D 300,",Ukuran:",30x15x40,",Keterangan:",,",Heels:",,instock,1,,317.jpg,317.jpg,317,.jpg,1
318,SFC 800,SFC 800,133632,111360,"Warna:Kuning Kombinasi,Bahan:D 300,Ukuran:30x15x40,Keterangan:,Heels:",Warna:,Kuning Kombinasi,",Bahan:",D 300,",Ukuran:",30x15x40,",Keterangan:",,",Heels:",,instock,1,,318.jpg,318.jpg,318,.jpg,1
319,SIP 346,SIP 346,156672,130560,"Warna:Pink,Bahan:D 300 Spon,Ukuran:29x15x41,Keterangan:,Heels:",Warna:,Pink,",Bahan:",D 300 Spon,",Ukuran:",29x15x41,",Keterangan:",,",Heels:",,instock,1,,319.jpg,319.jpg,319,.jpg,1
320,SST 261,SST 261,123552,102960,"Warna:Ungu,Bahan:D 300,Ukuran:27x12x35,Keterangan:,Heels:",Warna:,Ungu,",Bahan:",D 300,",Ukuran:",27x12x35,",Keterangan:",,",Heels:",,instock,1,,320.jpg,320.jpg,320,.jpg,1
321,SJN 538,SJN 538,129600,108000,"Warna:Dongker,Bahan:Jeans,Ukuran:28x13x36,Keterangan:,Heels:",Warna:,Dongker,",Bahan:",Jeans,",Ukuran:",28x13x36,",Keterangan:",,",Heels:",,instock,1,,321.jpg,321.jpg,321,.jpg,1
322,SST 666,SST 666,120672,100560,"Warna:Merah Muda,Bahan:D 300,Ukuran:27x12x35,Keterangan:,Heels:",Warna:,Merah Muda,",Bahan:",D 300,",Ukuran:",27x12x35,",Keterangan:",,",Heels:",,instock,1,,322.jpg,322.jpg,322,.jpg,1
323,SFC 777,SFC 777,123552,102960,"Warna:Pink,Bahan:Dolby,Ukuran:24x12x32,Keterangan:,Heels:",Warna:,Pink,",Bahan:",Dolby,",Ukuran:",24x12x32,",Keterangan:",,",Heels:",,instock,1,,323.jpg,323.jpg,323,.jpg,1
324,SST 261,SST 261,120672,100560,"Warna:Ungu,Bahan:D 300,Ukuran:27x12x35,Keterangan:,Heels:",Warna:,Ungu,",Bahan:",D 300,",Ukuran:",27x12x35,",Keterangan:",,",Heels:",,instock,1,,324.jpg,324.jpg,324,.jpg,1
325,SAB 645,SAB 645,116352,96960,"Warna:Biru,Bahan:Dolby,Ukuran:24x10x40,Keterangan:,Heels:",Warna:,Biru,",Bahan:",Dolby,",Ukuran:",24x10x40,",Keterangan:",,",Heels:",,instock,1,,325.jpg,325.jpg,325,.jpg,1
326,SFC 839,SFC 839,126720,105600,"Warna:Kuning Kombinasi,Bahan:D 300,Ukuran:23x12x34,Keterangan:,Heels:",Warna:,Kuning Kombinasi,",Bahan:",D 300,",Ukuran:",23x12x34,",Keterangan:",,",Heels:",,instock,1,,326.jpg,326.jpg,326,.jpg,1
327,SPV 101,SPV 101,103392,86160,"Warna:Coklat,Bahan:Cotton,Ukuran:All Size,Keterangan:Selimut Bayi,Heels:",Warna:,Coklat,",Bahan:",Cotton,",Ukuran:",All Size,",Keterangan:",Selimut Bayi,",Heels:",,instock,1,,327.jpg,327.jpg,327,.jpg,1
328,SPV 119,SPV 119,103392,86160,"Warna:Coklat,Bahan:Cotton,Ukuran:All Size,Keterangan:Gendongan Bayi,Heels:",Warna:,Coklat,",Bahan:",Cotton,",Ukuran:",All Size,",Keterangan:",Gendongan Bayi,",Heels:",,instock,1,,328.jpg,328.jpg,328,.jpg,1
329,SPV 311,SPV 311,108432,90360,"Warna:Coklat,Bahan:Cotton,Ukuran:All Size,Keterangan:Tas Bayi,Heels:",Warna:,Coklat,",Bahan:",Cotton,",Ukuran:",All Size,",Keterangan:",Tas Bayi,",Heels:",,instock,1,,329.jpg,329.jpg,329,.jpg,1
330,SPV 393,SPV 393,103392,86160,"Warna:Merah,Bahan:Cotton,Ukuran:All Size,Keterangan:Selimut Bayi,Heels:",Warna:,Merah,",Bahan:",Cotton,",Ukuran:",All Size,",Keterangan:",Selimut Bayi,",Heels:",,instock,1,,330.jpg,330.jpg,330,.jpg,1
331,SPV 481,SPV 481,103392,86160,"Warna:Merah,Bahan:Cotton,Ukuran:All Size,Keterangan:Gendongan Bayi,Heels:",Warna:,Merah,",Bahan:",Cotton,",Ukuran:",All Size,",Keterangan:",Gendongan Bayi,",Heels:",,instock,1,,331.jpg,331.jpg,331,.jpg,1
332,SPV 889,SPV 889,108432,90360,"Warna:Merah,Bahan:Cotton,Ukuran:All Size,Keterangan:Tas Bayi,Heels:",Warna:,Merah,",Bahan:",Cotton,",Ukuran:",All Size,",Keterangan:",Tas Bayi,",Heels:",,instock,1,,332.jpg,332.jpg,332,.jpg,1
333,SKY 227,SKY 227,103680,86400,"Warna:Putih Hitam,Bahan:Cotton Combad,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Putih Hitam,",Bahan:",Cotton Combad,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,333.jpg,333.jpg,333,.jpg,1
334,SKY 183,SKY 183,112032,93360,"Warna:Abu Putih,Bahan:Spandek Kombinasi,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Abu Putih,",Bahan:",Spandek Kombinasi,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,334.jpg,334.jpg,334,.jpg,1
335,SKY 003,SKY 003,118800,99000,"Warna:Putih,Bahan:Cotton Combad,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Putih,",Bahan:",Cotton Combad,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,335.jpg,335.jpg,335,.jpg,1
336,SKY 345,SKY 345,105840,88200,"Warna:Pink,Bahan:Cotton Combad,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Pink,",Bahan:",Cotton Combad,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,336.jpg,336.jpg,336,.jpg,1
337,SKY 498,SKY 498,161280,134400,"Warna:Coklat Tua,Bahan:Baby Terry,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Coklat Tua,",Bahan:",Baby Terry,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,337.jpg,337.jpg,337,.jpg,1
338,SKY 866,SKY 866,103824,86520,"Warna:Putih,Bahan:Cotton Combad,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Putih,",Bahan:",Cotton Combad,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,338.jpg,338.jpg,338,.jpg,1
339,SSN 928,SSN 928,148032,123360,"Warna:Pink,Bahan:Fleece,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Pink,",Bahan:",Fleece,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,339.jpg,339.jpg,339,.jpg,1
340,SSN 453,SSN 453,153504,127920,"Warna:Hitam Kombinasi,Bahan:Fleece,Ukuran: 4 - 6 - 8,Keterangan:,Heels:",Warna:,Hitam Kombinasi,",Bahan:",Fleece,",Ukuran:", 4 - 6 - 8,",Keterangan:",,",Heels:",,instock,1,,340.jpg,340.jpg,340,.jpg,1
341,SNY 381,SNY 381,176400,147000,"Warna:Orange,Bahan:Cotton,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Orange,",Bahan:",Cotton,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,341.jpg,341.jpg,341,.jpg,1
342,SSN 208,SSN 208,165600,138000,"Warna:Putih Dongker,Bahan:Katun,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Putih Dongker,",Bahan:",Katun,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,342.jpg,342.jpg,342,.jpg,1
343,SSN 586,SSN 586,150048,125040,"Warna:Biru Kuning,Bahan:Fleece,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Biru Kuning,",Bahan:",Fleece,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,343.jpg,343.jpg,343,.jpg,1
344,SZK 785,SZK 785,154368,128640,"Warna:Coklat,Bahan:Viena,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Coklat,",Bahan:",Viena,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,344.jpg,344.jpg,344,.jpg,1
345,SSN 117,SSN 117,161856,134880,"Warna:Coklat,Bahan:Taslan,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Coklat,",Bahan:",Taslan,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,345.jpg,345.jpg,345,.jpg,1
